CDM Item Number,Revenue Code,Service ID,Service Mod1,Service Mod2,Service Mod3,Service Mod4,Service Description,Gross Charge,Discounted Cash Price,Minimum Negotiated Charge,Maximum Negotiated Charge,Payer Negotiated Charge: Aetna (Plan: All),Payer Negotiated Charge: Aetna Better Health of IL Illinicare (Plan: All),Payer Negotiated Charge: Blue Cross Blue Shield of IL (Plan: All),Payer Negotiated Charge: Blue Cross Blue Shield of IL MCD Rep (Plan: All),Payer Negotiated Charge: Cigna PPO (Plan: All),Payer Negotiated Charge: Health Alliance Medical Plans (Plan: All),Payer Negotiated Charge: Healthlink Inc. HMO (Plan: All),Payer Negotiated Charge: Healthlink PPO (Plan: All),Payer Negotiated Charge: IlliniCare MCD Rep DOS prior to 120120 (Plan: All),Payer Negotiated Charge: Medicaid Illinois (Plan: All),Payer Negotiated Charge: Medicare A IL J6 (Plan: All),Payer Negotiated Charge: Medicare B IL J6 (Plan: All),Payer Negotiated Charge: Meridian Health Plan of IL (Plan: All),Payer Negotiated Charge: Molina Healthcare of IL MCD Rep (Plan: All),Payer Negotiated Charge: Multiplan Inc. for American Family (Plan: All),Payer Negotiated Charge: United Healthcare (Plan: All)
60687-369-11,,60687-369-11,,,,,DICYCLOMINE HCL 10 MG PO CAPS [2418],6,6,,,,,,,,,,,,,,,,,,
60687-384-25,,60687-384-25,,,,,BUMETANIDE 1 MG PO TABS [9310],6.4,6.4,,,,,,,,,,,,,,,,,,
60687-384-95,,60687-384-95,,,,,BUMETANIDE 1 MG PO TABS [9310],6.4,6.4,,,,,,,,,,,,,,,,,,
60687-389-11,,60687-389-11,,,,,COLCHICINE 0.6 MG PO TABS [1821],36.3,36.3,,,,,,,,,,,,,,,,,,
60687-389-21,,60687-389-21,,,,,COLCHICINE 0.6 MG PO TABS [1821],36.3,36.3,,,,,,,,,,,,,,,,,,
60687-408-25,,60687-408-25,,,,,MESALAMINE 800 MG PO TBEC [112836],40.9,40.9,,,,,,,,,,,,,,,,,,
60687-408-95,,60687-408-95,,,,,MESALAMINE 800 MG PO TBEC [112836],40.9,40.9,,,,,,,,,,,,,,,,,,
60687-431-98,,60687-431-98,,,,,POLYETHYLENE GLYCOL 3350 17 G PO PACK [25424],9.1,9.1,,,,,,,,,,,,,,,,,,
60687-439-01,,60687-439-01,,,,,LABETALOL HCL 100 MG PO TABS [10373],6,6,,,,,,,,,,,,,,,,,,
60687-443-01,,60687-443-01,,,,,TRAZODONE HCL 50 MG PO TABS [8085],6,6,,,,,,,,,,,,,,,,,,
60687-500-11,,60687-500-11,,,,,VITAMIN D (ERGOCALCIFEROL) 1.25 MG (50000 UT) PO CAPS [115854],6.3,6.3,,,,,,,,,,,,,,,,,,
60687-562-01,,60687-562-01,,,,,DILTIAZEM HCL 30 MG PO TABS [2475],6,6,,,,,,,,,,,,,,,,,,
60758-060-05,,60758-060-05,,,,,LEVOBUNOLOL HCL 0.5 % OP SOLN [10394],18.2,18.2,,,,,,,,,,,,,,,,,,
60758-119-05,,60758-119-05,,,,,PREDNISOLONE ACETATE 1 % OP SUSP [6487],171.6,171.6,,,,,,,,,,,,,,,,,,
60758-801-05,,60758-801-05,,,,,TIMOLOL MALEATE 0.5 % OP SOLN [11562],21.4,21.4,,,,,,,,,,,,,,,,,,
60793-701-02,,J0561,,,,,PENICILLIN G BENZATHINE 1200000 UNIT/2ML IM SUSP [124645],671.5,671.5,,,,,,,,,,,,,,,,,,
60793-701-10,,J0561,,,,,PENICILLIN G BENZATHINE 1200000 UNIT/2ML IM SUSP [124645],671.5,671.5,,,,,,,,,,,,,,,,,,
6113,250,,,,,,BUPROPION HCL ER (SR) 150 MG PO TB12 [18386],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
6117,250,,,,,,DONEPEZIL HCL 10 MG PO TABS [18787],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
61314-016-01,,61314-016-01,,,,,PROPARACAINE HCL 0.5 % OP SOLN [6644],142.6,142.6,,,,,,,,,,,,,,,,,,
61314-143-05,,61314-143-05,,,,,BRIMONIDINE TARTRATE 0.2 % OP SOLN [17881],106.2,106.2,,,,,,,,,,,,,,,,,,
61314-547-01,,61314-547-01,,,,,LATANOPROST 0.005 % OP SOLN [18621],308.8,308.8,,,,,,,,,,,,,,,,,,
61314-633-05,,61314-633-05,,,,,GENTAMICIN SULFATE 0.3 % OP SOLN [3428],70.6,70.6,,,,,,,,,,,,,,,,,,
61314-647-25,,61314-647-25,,,,,TOBRAMYCIN-DEXAMETHASONE 0.3-0.1 % OP SUSP [11567],235.9,235.9,,,,,,,,,,,,,,,,,,
6135,250,,,,,,OXYBUTYNIN CHLORIDE 5 MG PO TABS [5938],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
6167,250,,,,,,DORZOLAMIDE HCL-TIMOLOL MAL 22.3-6.8 MG/ML OP SOLN [22982],219.4,219.4,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
61748-018-30,,61748-018-30,,,,,RIFAMPIN 300 MG PO CAPS [11293],6.6,6.6,,,,,,,,,,,,,,,,,,
61958-0701-1,,61958-0701-1,,,,,EMTRICITABINE-TENOFOVIR DF 200-300 MG PO TABS [39255],239.5,239.5,,,,,,,,,,,,,,,,,,
61958-2901-2,,61958-2901-2,,,,,REMDESIVIR 100 MG IV SOLR [169692],2028,2028,,,,,,,,,,,,,,,,,,
6201,250,,,,,,ACETAMINOPHEN 120 MG RE SUPP [103],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
62332-518-05,,62332-518-05,,,,,TOBRAMYCIN 0.3 % OP SOLN [141866],110.5,110.5,,,,,,,,,,,,,,,,,,
6251,636,J0280,,,,,AMINOPHYLLINE 25 MG/ML IV SOLN [407],48.6,48.6,,,,,,,,,,,,,,,,,,
62559-391-20,,62559-391-20,,,,,VANCOMYCIN HCL 250 MG PO CAPS [11629],187.6,187.6,,,,,,,,,,,,,,,,,,
62584-265-01,,62584-265-01,,,,,METOPROLOL TARTRATE 25 MG IMMEDIATE RELEASE TABS [37637],6,6,,,,,,,,,,,,,,,,,,
62584-266-01,,62584-266-01,,,,,METOPROLOL TARTRATE 50 MG IMMEDIATE RELEASE TABS [5009],6,6,,,,,,,,,,,,,,,,,,
62584-266-11,,62584-266-11,,,,,METOPROLOL TARTRATE 50 MG IMMEDIATE RELEASE TABS [5009],6,6,,,,,,,,,,,,,,,,,,
62584-897-01,,62584-897-01,,,,,FOLIC ACID 1 MG PO TABS [3233],6,6,,,,,,,,,,,,,,,,,,
62584-897-11,,62584-897-11,,,,,FOLIC ACID 1 MG PO TABS [3233],6,6,,,,,,,,,,,,,,,,,,
62584-984-01,,62584-984-01,,,,,WARFARIN SODIUM 2 MG PO TABS [8749],6,6,,,,,,,,,,,,,,,,,,
62584-984-11,,62584-984-11,,,,,WARFARIN SODIUM 2 MG PO TABS [8749],6,6,,,,,,,,,,,,,,,,,,
62756-517-88,,62756-517-88,,,,,CARBIDOPA-LEVODOPA 10-100 MG PO TABS [9406],6,6,,,,,,,,,,,,,,,,,,
62756-521-69,,62756-521-69,,,,,SUMATRIPTAN SUCCINATE 50 MG PO TABS [15328],81.8,81.8,,,,,,,,,,,,,,,,,,
6309,250,,,,,,EYE WASH OP SOLN SSM SO [902957],73.6,73.6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
63304-616-50,,63304-616-50,,,,,DOXYCYCLINE MONOHYDRATE 100 MG PO CAPS [9900],7.7,7.7,,,,,,,,,,,,,,,,,,
63323-010-02,,J1580,,,,,GENTAMICIN SULFATE 40 MG/ML IJ SOLN [3426],31,31,,,,,,,,,,,,,,,,,,
63323-013-02,,J3411,,,,,THIAMINE HCL 100 MG/ML IJ SOLN [7876],38.9,38.9,,,,,,,,,,,,,,,,,,
63323-064-01,,J3475,,,,,MAGNESIUM SULFATE 50 % IJ SOLN [4720],31,31,,,,,,,,,,,,,,,,,,
63323-064-03,,J3475,,,,,MAGNESIUM SULFATE 50 % IJ SOLN [4720],31,31,,,,,,,,,,,,,,,,,,
63323-089-50,,J3490.051,,,,,SODIUM BICARBONATE 8.4 % IV SOLN [7309],77.7,77.7,,,,,,,,,,,,,,,,,,
63323-106-15,,J3475,,,,,MAGNESIUM SULFATE 20 G IN 500 ML PREMIX [148236],31,31,,,,,,,,,,,,,,,,,,
63323-108-01,,J3475,,,,,MAGNESIUM SULFATE IN D5W 1-5 GM/100ML-% IV SOLN [155158],30,30,,,,,,,,,,,,,,,,,,
63323-130-11,,63323-130-11,,,,,DOXYCYCLINE HYCLATE 100 MG IV SOLR [2622],102.7,102.7,,,,,,,,,,,,,,,,,,
63323-221-43,,J3370,,,,,VANCOMYCIN HCL 500 MG IV SOLR [8443],31,31,,,,,,,,,,,,,,,,,,
63323-221-48,,J3370,,,,,VANCOMYCIN HCL 500 MG IV SOLR [8443],31,31,,,,,,,,,,,,,,,,,,
63323-229-95,,J2720,,,,,PROTAMINE SULFATE 10 MG/ML IV SOLN [6677],113.8,113.8,,,,,,,,,,,,,,,,,,
63323-269-29,,J2704,,,,,PROPOFOL 10 MG/ML IV EMUL (ANESTHESIA ENDO FLUID) [902644],31,31,,,,,,,,,,,,,,,,,,
63323-269-69,,J2704,,,,,PROPOFOL 1000 MG IN 100 ML [150576],46.8,46.8,,,,,,,,,,,,,,,,,,
63323-273-01,,J3030,,,,,SUMATRIPTAN SUCCINATE 6 MG/0.5ML SC - SSM SO [900288],199.1,199.1,,,,,,,,,,,,,,,,,,
63323-280-03,,J1940,,,,,FUROSEMIDE 10 MG/ML IJ SOLN [3291],31,31,,,,,,,,,,,,,,,,,,
63323-280-04,,J1940,,,,,FUROSEMIDE 10 MG/ML IJ SOLN [3291],31,31,,,,,,,,,,,,,,,,,,
63323-280-36,,J1940,,,,,FUROSEMIDE 10 MG/ML IJ SOLN [3291],31,31,,,,,,,,,,,,,,,,,,
63323-284-20,,J3370,,,,,VANCOMYCIN HCL 1 G IV SOLR [162589],62.1,62.1,,,,,,,,,,,,,,,,,,
63323-341-29,,J0694,,,,,CEFOXITIN SODIUM 1 GM IV SOLR [9461],31,31,,,,,,,,,,,,,,,,,,
63323-342-29,,J0694,,,,,CEFOXITIN SODIUM 2 GM IV SOLR [9463],31,31,,,,,,,,,,,,,,,,,,
63323-360-01,,J0610,,,,,CALCIUM GLUCONATE 10 % IV SOLN [1312],35.7,35.7,,,,,,,,,,,,,,,,,,
63323-376-01,,J2354,,,,,OCTREOTIDE ACETATE 100 MCG/ML IJ SOLN [25122],38.8,38.8,,,,,,,,,,,,,,,,,,
63323-398-10,,J0456,,,,,AZITHROMYCIN 500 MG IV SOLR [21063],31,31,,,,,,,,,,,,,,,,,,
63323-400-05,,J1953,,,,,LEVETIRACETAM 500 MG/5ML IV SOLN [77239],31,31,,,,,,,,,,,,,,,,,,
63323-415-10,,J2710,,,,,NEOSTIGMINE METHYLSULFATE 1 MG/ML IJ SOLN - SSM SO [900329],109.2,109.2,,,,,,,,,,,,,,,,,,
63323-461-01,,63323-461-01,,,,,BUPIVACAINE-EPINEPHRINE 0.25% -1:200000 IJ SOLN [9317],52.5,52.5,,,,,,,,,,,,,,,,,,
63323-462-37,,63323-462-37,,,,,BUPIVACAINE-EPINEPHRINE (PF) 0.5% -1:200000 IJ SOLN [122219],35.3,35.3,,,,,,,,,,,,,,,,,,
63323-465-57,,63323-465-57,,,,,BUPIVACAINE HCL 0.25 % IJ SOLN [1222],39.2,39.2,,,,,,,,,,,,,,,,,,
63323-468-37,,63323-468-37,,,,,BUPIVACAINE-EPINEPHRINE (PF) 0.25% -1:200000 IJ SOLN [122218],32.8,32.8,,,,,,,,,,,,,,,,,,
63323-482-26,,63323-482-26,,,,,LIDOCAINE-EPINEPHRINE 1 %-1:100000 IJ SOLN [10427],31,31,,,,,,,,,,,,,,,,,,
63323-482-41,,63323-482-41,,,,,LIDOCAINE-EPINEPHRINE 1 %-1:100000 IJ SOLN [10427],31,31,,,,,,,,,,,,,,,,,,
63323-483-27,,63323-483-27,,,,,LIDOCAINE-EPINEPHRINE 2 %-1:100000 IJ SOLN [10430],31,31,,,,,,,,,,,,,,,,,,
63323-486-26,,63323-486-26,,,,,LIDOCAINE HCL 2 % IJ SOLN [4454],31,31,,,,,,,,,,,,,,,,,,
63323-486-27,,63323-486-27,,,,,LIDOCAINE HCL 2 % IJ SOLN [4454],31,31,,,,,,,,,,,,,,,,,,
63323-491-57,,63323-491-57,,,,,LIDOCAINE HCL (PF) 0.5 % IJ SOLN [122600],49.1,49.1,,,,,,,,,,,,,,,,,,
63323-492-07,,63323-492-07,,,,,LIDOCAINE HCL (PF) 1 % IJ SOLN [119686],40,40,,,,,,,,,,,,,,,,,,
63323-492-37,,63323-492-37,,,,,LIDOCAINE HCL (PF) 1 % IJ SOLN [119686],40,40,,,,,,,,,,,,,,,,,,
63323-492-57,,63323-492-57,,,,,LIDOCAINE HCL (PF) 1 % IJ SOLN [119686],31,31,,,,,,,,,,,,,,,,,,
63323-494-16,,J3490.215,,,,,VALPROATE SODIUM 100 MG/ML IV SOLN [20887],31,31,,,,,,,,,,,,,,,,,,
63323-495-26,,63323-495-26,,,,,LIDOCAINE HCL (PF) 2 % IJ SOLN [119687],31,31,,,,,,,,,,,,,,,,,,
63323-508-30,,J2185,,,,,MEROPENEM 1 G IV SOLR [17380],78,78,,,,,,,,,,,,,,,,,,
63323-604-01,,J1800,,,,,PROPRANOLOL HCL 1 MG/ML IV SOLN [29335],39.3,39.3,,,,,,,,,,,,,,,,,,
63323-614-00,,J0360,,,,,HYDRALAZINE HCL 20 MG/ML IJ SOLN [3697],51.1,51.1,,,,,,,,,,,,,,,,,,
63323-614-16,,J0360,,,,,HYDRALAZINE HCL 20 MG/ML IJ SOLN [3697],31,31,,,,,,,,,,,,,,,,,,
63323-664-16,,J1200,,,,,DIPHENHYDRAMINE HCL 50 MG/ML IJ SOLN [2508],31,31,,,,,,,,,,,,,,,,,,
63323-694-04,,63323-694-04,,,,,ACETYLCYSTEINE 20 % IN SOLN [123],49.9,49.9,,,,,,,,,,,,,,,,,,
63323-712-20,,63323-712-20,,,,,KABIVEN 3.3-9.8-3.9-0.7 % IV EMUL [144335],193.5,193.5,,,,,,,,,,,,,,,,,,
63323-739-16,,J3490.172,,,,,FAMOTIDINE 10 MG/ML IV SOLN SSM SO [900357],31,31,,,,,,,,,,,,,,,,,,
63323-963-21,,J0132,,,,,ACETYLCYSTEINE 200 MG/ML IV SOLN [38303],733.2,733.2,,,,,,,,,,,,,,,,,,
63402-911-01,,63402-911-01,,,,,ARFORMOTEROL TARTRATE 15 MCG/2ML IN NEBU [80859],73.2,73.2,,,,,,,,,,,,,,,,,,
63402-911-30,,63402-911-30,,,,,ARFORMOTEROL TARTRATE 15 MCG/2ML IN NEBU [80859],73.2,73.2,,,,,,,,,,,,,,,,,,
63459-912-11,,J1447,,,,,TBO-FILGRASTIM 480 MCG/0.8ML SC SOSY [140787],1559.6,1559.6,,,,,,,,,,,,,,,,,,
63459-912-12,,J1447,,,,,TBO-FILGRASTIM 480 MCG/0.8ML SC SOSY [140787],1559.6,1559.6,,,,,,,,,,,,,,,,,,
6368,250,,,,,,FEXOFENADINE HCL 60 MG PO TABS [21529],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
63736-12003,,63736-12003,,,,,PERMETHRIN 1 % RINSE [10918],26.3,26.3,,,,,,,,,,,,,,,,,,
63739-029-10,,63739-029-10,,,,,BENZONATATE 100 MG PO CAPS [988],6,6,,,,,,,,,,,,,,,,,,
63739-269-10,,63739-269-10,,,,,TAMOXIFEN CITRATE 10 MG PO TABS [7711],6,6,,,,,,,,,,,,,,,,,,
63739-544-10,,63739-544-10,,,,,SPIRONOLACTONE 25 MG PO TABS [7437],6,6,,,,,,,,,,,,,,,,,,
63739-573-10,,63739-573-10,,,,,SIMVASTATIN 40 MG PO TABS [11366],6,6,,,,,,,,,,,,,,,,,,
63739-588-10,,J7512,,,,,PREDNISONE 20 MG PO TABS [6496],6,6,,,,,,,,,,,,,,,,,,
63739-645-10,,63739-645-10,,,,,FAMOTIDINE 20 MG PO TABS [10011],6,6,,,,,,,,,,,,,,,,,,
63739-700-10,,63739-700-10,,,,,CIPROFLOXACIN HCL 250 MG PO TABS [25118],6,6,,,,,,,,,,,,,,,,,,
63739-943-10,,63739-943-10,,,,,SUCRALFATE 1 G PO TABS [11442],6,6,,,,,,,,,,,,,,,,,,
6422,250,,,,,,CLINDAMYCIN PHOSPHATE 150 MG/ML IJ SOLN - SSM SO [901779],31,31,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
64253-333-35,,J1642,,,,,HEPARIN SODIUM LOCK FLUSH 100 UNIT/ML IV SOLN [28393],31,31,,,,,,,,,,,,,,,,,,
6432,250,,,,,,BUPIVACAINE-EPINEPHRINE 0.25% -1:200000 IJ SOLN [9317],52.5,52.5,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
6462,250,,,,,,OXYCODONE HCL 5 MG PO TABS [10814],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
6498,250,,,,,,POTASSIUM BICARBONATE 25 MEQ PO TBEF [6423],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
64980-133-01,,64980-133-01,,,,,DIPYRIDAMOLE 25 MG PO TABS [2528],6,6,,,,,,,,,,,,,,,,,,
64980-324-30,,64980-324-30,,,,,HYDROCORTISONE (PERIANAL) 2.5 % EX CREA [29371],283.9,283.9,,,,,,,,,,,,,,,,,,
64980-515-05,,64980-515-05,,,,,OFLOXACIN 0.3 % OP SOLN [19746],228.7,228.7,,,,,,,,,,,,,,,,,,
65162-596-06,,65162-596-06,,,,,ASPIRIN-DIPYRIDAMOLE ER 25-200 MG PO CP12 [27644],27.2,27.2,,,,,,,,,,,,,,,,,,
65162-833-66,,65162-833-66,,,,,DICLOFENAC SODIUM 1 % EX GEL [175562],178.1,178.1,,,,,,,,,,,,,,,,,,
65162-835-94,,65162-835-94,,,,,ACYCLOVIR 5 % EX OINT [8968],1296.2,1296.2,,,,,,,,,,,,,,,,,,
65162-897-03,,65162-897-03,,,,,ARIPIPRAZOLE 5 MG PO TABS [36438],104.3,104.3,,,,,,,,,,,,,,,,,,
6544,250,,,,,,LIDOCAINE-EPINEPHRINE 1 %-1:100000 IJ SOLN [10427],31,31,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
6552,250,,,,,,PHENOBARBITAL 32.4 MG PO TABS [6217],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
65862-390-10,,J8499.086,,,,,ONDANSETRON 4 MG PO TBDP [27697],72.5,72.5,,,,,,,,,,,,,,,,,,
65862-475-01,,65862-475-01,,,,,RAMIPRIL 2.5 MG PO CAPS [11260],6,6,,,,,,,,,,,,,,,,,,
65862-503-20,,65862-503-20,,,,,AMOXICILLIN-POT CLAVULANATE 875-125 MG PO TABS [33228],16.5,16.5,,,,,,,,,,,,,,,,,,
65862-571-90,,65862-571-90,,,,,VALSARTAN 80 MG PO TABS [31209],15.2,15.2,,,,,,,,,,,,,,,,,,
65862-641-69,,65862-641-69,,,,,AZITHROMYCIN 250 MG PO TABS [20943],25.3,25.3,,,,,,,,,,,,,,,,,,
65862-700-20,,65862-700-20,,,,,CEFUROXIME AXETIL 500 MG PO TABS [9496],26.1,26.1,,,,,,,,,,,,,,,,,,
6600002,,6600002,,,,,ACETAMINOPHEN RE PEDS IMS MIXTURE SSM [6600002],0,0,,,,,,,,,,,,,,,,,,
6600004,,6600004,,,,,CLINDAMYCIN IV ADULT IMS MIXTURE SSM [6600004],0,0,,,,,,,,,,,,,,,,,,
6600007,,6600007,,,,,POTASSIUM CHLORIDE BOLUS IV ADULT IMS MIXTURE SSM [6600007],0,0,,,,,,,,,,,,,,,,,,
6600008,,6600008,,,,,MAGNESIUM SULFATE BOLUS IV IMS MIXTURE SSM (DISPENSABLE DEFAULT) [6600008],0,0,,,,,,,,,,,,,,,,,,
6600009,,6600009,,,,,MEROPENEM IV ADULT IMS MIXTURE SSM [6600009],0,0,,,,,,,,,,,,,,,,,,
6600010,,6600010,,,,,AMPICILLIN IV ADULT IMS MIXTURE SSM [6600010],0,0,,,,,,,,,,,,,,,,,,
6600011,,6600011,,,,,MAGNESIUM SULFATE INFUSION IV ADULT IMS MIXTURE SSM [6600011],0,0,,,,,,,,,,,,,,,,,,
6600012,,6600012,,,,,CEFAZOLIN IV ADULT IMS MIXTURE SSM [6600012],0,0,,,,,,,,,,,,,,,,,,
6600013,,6600013,,,,,AMPICILLIN-SULBACTAM IV ADULT IMS MIXTURE SSM [6600013],0,0,,,,,,,,,,,,,,,,,,
6600014,,6600014,,,,,CEFEPIME IV ADULT IMS MIXTURE SSM [6600014],0,0,,,,,,,,,,,,,,,,,,
6600017,,6600017,,,,,CEFOXITIN IV ADULT IMS MIXTURE SSM [6600017],0,0,,,,,,,,,,,,,,,,,,
6600018,,6600018,,,,,CEFTAZIDIME IV ADULT IMS MIXTURE SSM [6600018],0,0,,,,,,,,,,,,,,,,,,
6600019,,6600019,,,,,CEFTRIAXONE IV ADULT PED IMS MIXTURE SSM [6600019],0,0,,,,,,,,,,,,,,,,,,
6600020,,6600020,,,,,CEFUROXIME IV ADULT IMS MIXTURE SSM [6600020],0,0,,,,,,,,,,,,,,,,,,
6600022,,6600022,,,,,DOXYCYCLINE IV ADULT IMS MIXTURE SSM [6600022],0,0,,,,,,,,,,,,,,,,,,
6600023,,6600023,,,,,ERTAPENEM IV ADULT IMS MIXTURE SSM [6600023],0,0,,,,,,,,,,,,,,,,,,
6600025,,6600025,,,,,FLUCONAZOLE IV ADULT IMS MIXTURE SSM [6600025],0,0,,,,,,,,,,,,,,,,,,
6600027,,6600027,,,,,FOSPHENYTOIN IV ADULT IMS MIXTURE SSM [6600027],0,0,,,,,,,,,,,,,,,,,,
6600028,,6600028,,,,,GENTAMICIN IV ADULT IMS MIXTURE SSM [6600028],0,0,,,,,,,,,,,,,,,,,,
6600030,,6600030,,,,,METRONIDAZOLE IV ADULT PED IMS MIXTURE SSM [6600030],0,0,,,,,,,,,,,,,,,,,,
6600035,,6600035,,,,,PENICILLIN G POTASSIUM IV ADULT IMS MIXTURE SSM [6600035],0,0,,,,,,,,,,,,,,,,,,
6600037,,6600037,,,,,PIPERACILLIN/TAZOBACTAM IV ADULT IMS MIXTURE SSM [6600037],0,0,,,,,,,,,,,,,,,,,,
6600040,,6600040,,,,,VANCOMYCIN IV ADULT IMS MIXTURE SSM [6600040],0,0,,,,,,,,,,,,,,,,,,
6600041,,6600041,,,,,ACYCLOVIR IV ADULT IMS MIXTURE SSM [6600041],0,0,,,,,,,,,,,,,,,,,,
6600042,,6600042,,,,,METHYLPREDNISOLONE SOD SUCC INJ ADULT IMS MIXTURE SSM [6600042],0,0,,,,,,,,,,,,,,,,,,
6600043,,6600043,,,,,EPOETIN ALFA IJ ADULT IMS MIXTURE SSM [6600043],0,0,,,,,,,,,,,,,,,,,,
6600044,,6600044,,,,,LEVETIRACETAM IV ADULT IMS MIXTURE SSM [6600044],0,0,,,,,,,,,,,,,,,,,,
6600046,,6600046,,,,,LEVOFLOXACIN IV ADULT IMS MIXTURE SSM [6600046],0,0,,,,,,,,,,,,,,,,,,
6600051,,6600051,,,,,HEPARIN INFUSION ADULT IMS MIXTURE SSM [6600051],0,0,,,,,,,,,,,,,,,,,,
6600052,,6600052,,,,,HEPARIN IV BOLUS IMS MIXTURE SSM [6600052],0,0,,,,,,,,,,,,,,,,,,
6600059,,6600059,,,,,MAGNESIUM SULFATE BOLUS IV IMS MIXTURE SSM (ORDERABLE DEFAULT) [6600059],0,0,,,,,,,,,,,,,,,,,,
6600062,,6600062,,,,,BUPIVACAINE-EPINEPHRINE 0.5% 1:200000 IJ IMS ORDERABLE SSM [6600062],0,0,,,,,,,,,,,,,,,,,,
6600063,,6600063,,,,,KETOROLAC IJ ADULT IMS MIXTURE SSM [6600063],0,0,,,,,,,,,,,,,,,,,,
6600069,,6600069,,,,,IRON POLYSACCHARIDE PO ADULT IMS MIXTURE SSM [6600069],0,0,,,,,,,,,,,,,,,,,,
6600071,,6600071,,,,,MORPHINE 2 MG/ML IJ ADULT IMS MIXTURE SSM [6600071],0,0,,,,,,,,,,,,,,,,,,
6600072,,6600072,,,,,FOSPHENYTOIN IV ADULT BOLUS IMS MIXTURE SSM [6600072],0,0,,,,,,,,,,,,,,,,,,
6600074,,6600074,,,,,MORPHINE 4 MG/ML IJ ADULT IMS MIXTURE SSM [6600074],0,0,,,,,,,,,,,,,,,,,,
6600077,,6600077,,,,,DEXAMETHASONE SOD PHOS 10 MG IV ADULT IMS MIXTURE SSM [6600077],0,0,,,,,,,,,,,,,,,,,,
6600078,,6600078,,,,,LIDOCAINE BUFFERED/NONBUFF ADULT IMS MIXTURE SSM [6600078],0,0,,,,,,,,,,,,,,,,,,
6600081,,6600081,,,,,DEXAMETHASONE SOD PHOS 4 MG IV ADULT IMS MIXTURE SSM [6600081],0,0,,,,,,,,,,,,,,,,,,
6600082,,6600082,,,,,AZITHROMYCIN IV ADULT IMS MIXTURE SSM [6600082],0,0,,,,,,,,,,,,,,,,,,
6600084,,6600084,,,,,CEFTRIAXONE-LIDOCAINE IM IMS MIXTURE SSM (FIXED DOSES) [6600084],0,0,,,,,,,,,,,,,,,,,,
6600085,,6600085,,,,,LIDOCAINE-EPINEPHRINE-TETRACAINE TOPICAL IMS MIXTURE SSM [6600085],0,0,,,,,,,,,,,,,,,,,,
6600086,,6600086,,,,,INFLUENZA VACCINE INJ ADULT IMS MIXTURE SSM [6600086],0,0,,,,,,,,,,,,,,,,,,
6600102,,6600102,,,,,METHYLPREDNISOLONE ACETATE 80 MG/ML IJ IMS SSM [6600102],0,0,,,,,,,,,,,,,,,,,,
6600103,,6600103,,,,,HYDROMORPHONE HCL 1 MG/ML IJ IMS SSM [6600103],0,0,,,,,,,,,,,,,,,,,,
6600109,,6600109,,,,,LIDOCAINE 2% PF/CARDIAC 20MG/ML IMS MIXTURE SSM [6600109],0,0,,,,,,,,,,,,,,,,,,
6600112,,6600112,,,,,OXYTOCIN IV ADULT IMS MIXTURE [6600112],0,0,,,,,,,,,,,,,,,,,,
6600113,,6600113,,,,,NICARDIPINE IV PERIPHERAL IMS MIXTURE SSM [6600113],0,0,,,,,,,,,,,,,,,,,,
6600117,,6600117,,,,,IRON SUCROSE IV ADULT IMS MIXTURE [6600117],0,0,,,,,,,,,,,,,,,,,,
6600118,,6600118,,,,,AMIODARONE IV ADULT IMS MIXTURE SSM [6600118],0,0,,,,,,,,,,,,,,,,,,
6600119,,6600119,,,,,NOREPINEPHRINE IV ADULT IMS MIXTURE SSM [6600119],0,0,,,,,,,,,,,,,,,,,,
6600122,,6600122,,,,,INSULIN ASPART PROT - ASPART (70-30) SC IMS MIXTURE [6600122],0,0,,,,,,,,,,,,,,,,,,
6600123,,6600123,,,,,INSULIN DETEMIR SC IMS MIXTURE [6600123],0,0,,,,,,,,,,,,,,,,,,
6600124,,6600124,,,,,INSULIN GLARGINE SC IMS MIXTURE [6600124],0,0,,,,,,,,,,,,,,,,,,
6600125,,6600125,,,,,INSULIN ISOPHANE - REGULAR (70-30) SC IMS MIXTURE [6600125],0,0,,,,,,,,,,,,,,,,,,
6600126,,6600126,,,,,INSULIN NPH ISOPHANE HUMAN SC IMS MIXTURE [6600126],0,0,,,,,,,,,,,,,,,,,,
6600127,,6600127,,,,,INSULIN LISPRO (HUMAN) SC IMS MIXTURE [6600127],0,0,,,,,,,,,,,,,,,,,,
